Type,ConditionLabel,Numeral,BaseFormOfTargetNoun,FinalSentence,AllAudioFiles,PathOfAaudioFiles,Group,OutputAudioFile
filler2,APAdvAN,,ученик,В ъгъла стояха наказаните от много строгия учител,STE-021_mono.wav,Fillers2/mono/STE-021_mono.wav,A,filler2_APAdvAN_ученик__A
filler2,A,,учител,На стола си почиваха консултираните,STE-022_mono.wav,Fillers2/mono/STE-022_mono.wav,A,filler2_A_учител__A
filler2,APN,,учител,На стола си почиваха консултираните от психолога,STE-023_mono.wav,Fillers2/mono/STE-023_mono.wav,B,filler2_APN_учител__B
filler2,APAdvAN,,учител,На стола си почиваха консултираните от много опитния психолог,STE-024_mono.wav,Fillers2/mono/STE-024_mono.wav,C,filler2_APAdvAN_учител__C
filler2,A,,роман,Лесно се четяха редактираните,STE-025_mono.wav,Fillers2/mono/STE-025_mono.wav,C,filler2_A_роман__C
filler2,APN,,роман,Лесно се четяха редактираните от редактора,STE-026_mono.wav,Fillers2/mono/STE-026_mono.wav,A,filler2_APN_роман__A
filler2,APAdvAN,,роман,Лесно се четяха редактираните от много внимателния редактор,STE-027_mono.wav,Fillers2/mono/STE-027_mono.wav,B,filler2_APAdvAN_роман__B
filler2,A,,емигрант,В полицията бяха идентифицирани превозените,STE-028_mono.wav,Fillers2/mono/STE-028_mono.wav,B,filler2_A_емигрант__B
filler2,APN,,емигрант,В полицията бяха идентифицирани превозените в тира,STE-029_mono.wav,Fillers2/mono/STE-029_mono.wav,C,filler2_APN_емигрант__C
filler2,APAdvAN,,емигрант,В полицията бяха идентифицирани превозените в много големия тир,STE-030_mono.wav,Fillers2/mono/STE-030_mono.wav,A,filler2_APAdvAN_емигрант__A
filler2,A,,гирлянд,От кутията се показваха съхраняваните,STE-031_mono.wav,Fillers2/mono/STE-031_mono.wav,A,filler2_A_гирлянд__A
filler2,APN,,гирлянд,От кутията се показваха съхраняваните от дамата,STE-032_mono.wav,Fillers2/mono/STE-032_mono.wav,B,filler2_APN_гирлянд__B
filler2,APAdvAN,,гирлянд,От кутията се показваха съхраняваните от много младата дама,STE-033_mono.wav,Fillers2/mono/STE-033_mono.wav,C,filler2_APAdvAN_гирлянд__C
filler2,A,,крем,В аптеката се продаваха рекламираните,STE-034_mono.wav,Fillers2/mono/STE-034_mono.wav,C,filler2_A_крем__C
filler2,APN,,крем,В аптеката се продаваха рекламираните от компанията,STE-035_mono.wav,Fillers2/mono/STE-035_mono.wav,A,filler2_APN_крем__A
filler2,APAdvAN,,крем,В аптеката се продаваха рекламираните от много известната компания,STE-036_mono.wav,Fillers2/mono/STE-036_mono.wav,B,filler2_APAdvAN_крем__B
filler2,A,,камък,След обяд бяха намерени хвърлените,STE-037_mono.wav,Fillers2/mono/STE-037_mono.wav,B,filler2_A_камък__B
filler2,APN,,камък,След обяд бяха намерени хвърлените в реката,STE-038_mono.wav,Fillers2/mono/STE-038_mono.wav,C,filler2_APN_камък__C
filler2,APAdvAN,,камък,След обяд бяха намерени хвърлените в много голямата река,STE-039_mono.wav,Fillers2/mono/STE-039_mono.wav,A,filler2_APAdvAN_камък__A
filler2,A,,документ,Във вестника бяха публикувани приетите,STE-040_mono.wav,Fillers2/mono/STE-040_mono.wav,A,filler2_A_документ__A
filler2,APN,,документ,Във вестника бяха публикувани приетите след срещата,STE-041_mono.wav,Fillers2/mono/STE-041_mono.wav,B,filler2_APN_документ__B
filler2,APAdvAN,,документ,Във вестника бяха публикувани приетите след много късната среща,STE-042_mono.wav,Fillers2/mono/STE-042_mono.wav,C,filler2_APAdvAN_документ__C
filler2,A,,карамфил,От градината бяха откъснати засадените,STE-043_mono.wav,Fillers2/mono/STE-043_mono.wav,C,filler2_A_карамфил__C
filler2,APN,,карамфил,От градината бяха откъснати засадените от девойката,STE-044_mono.wav,Fillers2/mono/STE-044_mono.wav,A,filler2_APN_карамфил__A
filler2,APAdvAN,,карамфил,От градината бяха откъснати засадените от много красивата девойка,STE-045_mono.wav,Fillers2/mono/STE-045_mono.wav,B,filler2_APAdvAN_карамфил__B
filler2,A,,овен,Във фермата живееха отгледаните,STE-046_mono.wav,Fillers2/mono/STE-046_mono.wav,B,filler2_A_овен__B
filler2,APN,,овен,Във фермата живееха отгледаните от фермерката,STE-047_mono.wav,Fillers2/mono/STE-047_mono.wav,C,filler2_APN_овен__C
filler2,APAdvAN,,овен,Във фермата живееха отгледаните от много старата фермерка,STE-048_mono.wav,Fillers2/mono/STE-048_mono.wav,A,filler2_APAdvAN_овен__A
filler2,A,,панталон,Бързо се купуваха разкроените,STE-049_mono.wav,Fillers2/mono/STE-049_mono.wav,A,filler2_A_панталон__A
filler2,APN,,панталон,Бързо се купуваха разкроените от шивачката,STE-050_mono.wav,Fillers2/mono/STE-050_mono.wav,B,filler2_APN_панталон__B
filler2,APAdvAN,,панталон,Бързо се купуваха разкроените от много опитната шивачка,STE-051_mono.wav,Fillers2/mono/STE-051_mono.wav,C,filler2_APAdvAN_панталон__C
filler2,A,,гардероб,Тази сутрин бяха подредени почистените,STE-052_mono.wav,Fillers2/mono/STE-052_mono.wav,C,filler2_A_гардероб__C
filler2,APN,,гардероб,Тази сутрин бяха подредени почистените от домакинята,STE-053_mono.wav,Fillers2/mono/STE-053_mono.wav,A,filler2_APN_гардероб__A
filler2,APAdvAN,,гардероб,Тази сутрин бяха подредени почистените от много добрата домакиня,STE-054_mono.wav,Fillers2/mono/STE-054_mono.wav,B,filler2_APAdvAN_гардероб__B
filler2,A,,портрет,На стената висяха дарените портрети,STE-055_mono.wav,Fillers2/mono/STE-055_mono.wav,B,filler2_A_портрет__B
filler2,APN,,портрет,На стената висяха дарените от фирмата,STE-056_mono.wav,Fillers2/mono/STE-056_mono.wav,C,filler2_APN_портрет__C
filler2,APAdvAN,,портрет,На стената висяха дарените от много известната фирма,STE-057_mono.wav,Fillers2/mono/STE-057_mono.wav,A,filler2_APAdvAN_портрет__A
filler2,A,,байрак,На площада се развяваха ушитите,STE-058_mono.wav,Fillers2/mono/STE-058_mono.wav,A,filler2_A_байрак__A
filler2,APN,,байрак,На площада се развяваха ушитите от вдовицата,STE-059_mono.wav,Fillers2/mono/STE-059_mono.wav,B,filler2_APN_байрак__B
filler2,APAdvAN,,байрак,На площада се развяваха ушитите от много смелата вдовица,STE-060_mono.wav,Fillers2/mono/STE-060_mono.wav,C,filler2_APAdvAN_байрак__C
filler2,A,,далматинец,На дивана лежаха обучените,STE-061_mono.wav,Fillers2/mono/STE-061_mono.wav,C,filler2_A_далматинец__C
filler2,APN,,далматинец,На дивана лежаха обучените от стопанката,STE-062_mono.wav,Fillers2/mono/STE-062_mono.wav,A,filler2_APN_далматинец__A
filler2,APAdvAN,,далматинец,На дивана лежаха обучените от много добрата стопанка,STE-063_mono.wav,Fillers2/mono/STE-063_mono.wav,B,filler2_APAdvAN_далматинец__B
filler2,A,,дворец,Преди дни бяха отворени реставрираните,STE-064_mono.wav,Fillers2/mono/STE-064_mono.wav,B,filler2_A_дворец__B
filler2,APN,,дворец,Преди дни бяха отворени реставрираните от реставраторката,STE-065_mono.wav,Fillers2/mono/STE-065_mono.wav,C,filler2_APN_дворец__C
filler2,APAdvAN,,дворец,Преди дни бяха отворени реставрираните от много известната реставраторка,STE-066_mono.wav,Fillers2/mono/STE-066_mono.wav,A,filler2_APAdvAN_дворец__A
filler3,A,,рокля,В пералнята се перяха намокрените,STE-001_mono.wav,Fillers3/mono/STE-001_mono.wav,A,filler3_A_рокля__A
filler3,APN,,рокля,В пералнята се перяха намокрените от дъжда,STE-002_mono.wav,Fillers3/mono/STE-002_mono.wav,B,filler3_APN_рокля__B
filler3,APAdvAN,,рокля,В пералнята се перяха намокрените от много силния дъжд,STE-003_mono.wav,Fillers3/mono/STE-003_mono.wav,C,filler3_APAdvAN_рокля__C
filler3,A,,снимка,От чекмеджето се подаваха направените,STE-004_mono.wav,Fillers3/mono/STE-004_mono.wav,C,filler3_A_снимка__C
filler3,APN,,снимка,От чекмеджето се подаваха направените с фотоапарата,STE-005_mono.wav,Fillers3/mono/STE-005_mono.wav,A,filler3_APN_снимка__A
filler3,APAdvAN,,снимка,От чекмеджето се подаваха направените с много скъпия фотоапарат,STE-006_mono.wav,Fillers3/mono/STE-006_mono.wav,B,filler3_APAdvAN_снимка__B
filler3,A,,котка,В градината се криеха избягалите,STE-007_mono.wav,Fillers3/mono/STE-007_mono.wav,B,filler3_A_котка__B
filler3,APN,,котка,В градината се криеха избягалите от зоомагазина,STE-008_mono.wav,Fillers3/mono/STE-008_mono.wav,C,filler3_APN_котка__C
filler3,APAdvAN,,котка,В градината се криеха избягалите от много близкия зоомагазин,STE-009_mono.wav,Fillers3/mono/STE-009_mono.wav,A,filler3_APAdvAN_котка__A
filler3,A,,пъстърва,За вечеря бяха приготвени замразените,STE-010_mono.wav,Fillers3/mono/STE-010_mono.wav,A,filler3_A_пъстърва__A
filler3,APN,,пъстърва,За вечеря бяха приготвени замразените в хладилника,STE-011_mono.wav,Fillers3/mono/STE-011_mono.wav,B,filler3_APN_пъстърва__B
filler3,APAdvAN,,пъстърва,За вечеря бяха приготвени замразените в много големия хладилник,STE-012_mono.wav,Fillers3/mono/STE-012_mono.wav,C,filler3_APAdvAN_пъстърва__C
filler3,A,,терористка,В затвора бяха изпратени осъдените,STE-013_mono.wav,Fillers3/mono/STE-013_mono.wav,C,filler3_A_терористка__C
filler3,APN,,терористка,В затвора бяха изпратени осъдените от съдията,STE-014_mono.wav,Fillers3/mono/STE-014_mono.wav,A,filler3_APN_терористка__A
filler3,APAdvAN,,терористка,В затвора бяха изпратени осъдените от много строгия съдия,STE-015_mono.wav,Fillers3/mono/STE-015_mono.wav,B,filler3_APAdvAN_терористка__B
filler3,A,,работа,В учителската стая се обсъждаха коригираните,STE-016_mono.wav,Fillers3/mono/STE-016_mono.wav,B,filler3_A_работа__B
filler3,APN,,работа,В учителската стая се обсъждаха коригираните от учителя,STE-017_mono.wav,Fillers3/mono/STE-017_mono.wav,C,filler3_APN_работа__C
filler3,APAdvAN,,работа,В учителската стая се обсъждаха коригираните от много добрия учител,STE-018_mono.wav,Fillers3/mono/STE-018_mono.wav,A,filler3_APAdvAN_работа__A
filler3,A,,нива,В продължение на километри се простираха изораните,STE-019_mono.wav,Fillers3/mono/STE-019_mono.wav,A,filler3_A_нива__A
filler3,APN,,нива,В продължение на километри се простираха изораните от селянина,STE-020_mono.wav,Fillers3/mono/STE-020_mono.wav,B,filler3_APN_нива__B
filler3,APAdvAN,,нива,В продължение на километри се простираха изораните от много възрастния селянин,STE-021_mono.wav,Fillers3/mono/STE-021_mono.wav,C,filler3_APAdvAN_нива__C
filler3,A,,традиция,В селото се спазваха характерните,STE-022_mono.wav,Fillers3/mono/STE-022_mono.wav,C,filler3_A_традиция__C
filler3,APN,,традиция,В селото се спазваха характерните за народа,STE-023_mono.wav,Fillers3/mono/STE-023_mono.wav,A,filler3_APN_традиция__A
filler3,APAdvAN,,традиция,В селото се спазваха характерните за много древния народ,STE-024_mono.wav,Fillers3/mono/STE-024_mono.wav,B,filler3_APAdvAN_традиция__B
filler3,A,,крава,На ливадата пасяха обичаните,STE-025_mono.wav,Fillers3/mono/STE-025_mono.wav,B,filler3_A_крава__B
filler3,APN,,крава,На ливадата пасяха обичаните от стопанина,STE-026_mono.wav,Fillers3/mono/STE-026_mono.wav,C,filler3_APN_крава__C
filler3,APAdvAN,,крава,На ливадата пасяха обичаните от много милия стопанин,STE-027_mono.wav,Fillers3/mono/STE-027_mono.wav,A,filler3_APAdvAN_крава__A
filler3,A,,докторка,В махалата болните лекуваха известните,STE-028_mono.wav,Fillers3/mono/STE-028_mono.wav,A,filler3_A_докторка__A
filler3,APN,,докторка,В махалата болните лекуваха известните в региона,STE-029_mono.wav,Fillers3/mono/STE-029_mono.wav,B,filler3_APN_докторка__B
filler3,APAdvAN,,докторка,В махалата болните лекуваха известните в много големия регион,STE-030_mono.wav,Fillers3/mono/STE-030_mono.wav,C,filler3_APAdvAN_докторка__C
filler3,A,,звезда,На небето светеха впечатляващите,STE-031_mono.wav,Fillers3/mono/STE-031_mono.wav,C,filler3_A_звезда__C
filler3,APN,,звезда,На небето светеха впечатляващите моряка,STE-032_mono.wav,Fillers3/mono/STE-032_mono.wav,A,filler3_APN_звезда__A
filler3,APAdvAN,,звезда,На небето светеха впечатляващите много стария моряк,STE-033_mono.wav,Fillers3/mono/STE-033_mono.wav,B,filler3_APAdvAN_звезда__B
filler3,A,,пациентка,В болницата чакаха ранените,STE-034_mono.wav,Fillers3/mono/STE-034_mono.wav,B,filler3_A_пациентка__B
filler3,APN,,пациентка,В болницата чакаха ранените от вълка,STE-035_mono.wav,Fillers3/mono/STE-035_mono.wav,C,filler3_APN_пациентка__C
filler3,APAdvAN,,пациентка,В болницата чакаха ранените от много агресивния вълк,STE-036_mono.wav,Fillers3/mono/STE-036_mono.wav,A,filler3_APAdvAN_пациентка__A
filler3,A,,скала,Миналия месец рухнаха напуканите,STE-037_mono.wav,Fillers3/mono/STE-037_mono.wav,A,filler3_A_скала__A
filler3,APN,,скала,Миналия месец рухнаха напуканите през лятото,STE-038_mono.wav,Fillers3/mono/STE-038_mono.wav,B,filler3_APN_скала__B
filler3,APAdvAN,,скала,Миналия месец рухнаха напуканите през много горещото лято,STE-039_mono.wav,Fillers3/mono/STE-039_mono.wav,C,filler3_APAdvAN_скала__C
filler3,A,,картичка,Онази нощ децата радваха надписаните,STE-040_mono.wav,Fillers3/mono/STE-040_mono.wav,C,filler3_A_картичка__C
filler3,APN,,картичка,Онази нощ децата радваха надписаните със старание,STE-041_mono.wav,Fillers3/mono/STE-041_mono.wav,A,filler3_APN_картичка__A
filler3,APAdvAN,,картичка,Онази нощ децата радваха надписаните с много голямо старание,STE-042_mono.wav,Fillers3/mono/STE-042_mono.wav,B,filler3_APAdvAN_картичка__B
filler3,A,,течност,На сутринта се разсипаха налетите,STE-043_mono.wav,Fillers3/mono/STE-043_mono.wav,B,filler3_A_течност__B
filler3,APN,,течност,На сутринта се разсипаха налетите в гърнето,STE-044_mono.wav,Fillers3/mono/STE-044_mono.wav,C,filler3_APN_течност__C
filler3,APAdvAN,,течност,На сутринта се разсипаха налетите в много голямото гърне,STE-045_mono.wav,Fillers3/mono/STE-045_mono.wav,A,filler3_APAdvAN_течност__A
filler3,A,,мисионерка,В манастира се укриваха избягалите,STE-046_mono.wav,Fillers3/mono/STE-046_mono.wav,A,filler3_A_мисионерка__A
filler3,APN,,мисионерка,В манастира се укриваха избягалите след приключението,STE-047_mono.wav,Fillers3/mono/STE-047_mono.wav,B,filler3_APN_мисионерка__B
filler3,APAdvAN,,мисионерка,В манастира се укриваха избягалите след много опасното приключение,STE-048_mono.wav,Fillers3/mono/STE-048_mono.wav,C,filler3_APAdvAN_мисионерка__C
filler3,A,,джанка,На земята паднаха висящите,STE-049_mono.wav,Fillers3/mono/STE-049_mono.wav,C,filler3_A_джанка__C
filler3,APN,,джанка,На земята паднаха висящите на клончето,STE-050_mono.wav,Fillers3/mono/STE-050_mono.wav,A,filler3_APN_джанка__A
filler3,APAdvAN,,джанка,На земята паднаха висящите на много тънкото клонче,STE-051_mono.wav,Fillers3/mono/STE-051_mono.wav,B,filler3_APAdvAN_джанка__B
filler3,A,,специалистка,Върху проблема работеха изморените,STE-052_mono.wav,Fillers3/mono/STE-052_mono.wav,B,filler3_A_специалистка__B
filler3,APN,,специалистка,Върху проблема работеха изморените след безсъние,STE-053_mono.wav,Fillers3/mono/STE-053_mono.wav,C,filler3_APN_специалистка__C
filler3,APAdvAN,,специалистка,Върху проблема работеха изморените след много дълго безсъние,STE-054_mono.wav,Fillers3/mono/STE-054_mono.wav,A,filler3_APAdvAN_специалистка__A
filler3,A,,спринтьорка,Състезанието спечелиха изтощените,STE-055_mono.wav,Fillers3/mono/STE-055_mono.wav,A,filler3_A_спринтьорка__A
filler3,APN,,спринтьорка,Състезанието спечелиха изтощените след бягането,STE-056_mono.wav,Fillers3/mono/STE-056_mono.wav,B,filler3_APN_спринтьорка__B
filler3,APAdvAN,,спринтьорка,Състезанието спечелиха изтощените след много дългото бягане,STE-057_mono.wav,Fillers3/mono/STE-057_mono.wav,C,filler3_APAdvAN_спринтьорка__C
filler3,A,,госпожа,В къщата кръвното си мереха отслабналите,STE-058_mono.wav,Fillers3/mono/STE-058_mono.wav,C,filler3_A_госпожа__C
filler3,APN,,госпожа,В къщата кръвното си мереха отслабналите след боледуването,STE-059_mono.wav,Fillers3/mono/STE-059_mono.wav,A,filler3_APN_госпожа__A
filler3,APAdvAN,,госпожа,В къщата кръвното си мереха отслабналите след много тежкото боледуване,STE-060_mono.wav,Fillers3/mono/STE-060_mono.wav,B,filler3_APAdvAN_госпожа__B
filler3,A,,част,Снощи се смениха счупените,STE-061_mono.wav,Fillers3/mono/STE-061_mono.wav,B,filler3_A_част__B
filler3,APN,,част,Снощи се смениха счупените с чукчето,STE-062_mono.wav,Fillers3/mono/STE-062_mono.wav,C,filler3_APN_част__C
filler3,APAdvAN,,част,Снощи се смениха счупената с много здравото чукче,STE-063_mono.wav,Fillers3/mono/STE-063_mono.wav,A,filler3_APAdvAN_част__A
filler3,A,,поляна,През пролетта се раззелениха скритите,STE-064_mono.wav,Fillers3/mono/STE-064_mono.wav,A,filler3_A_поляна__A
filler3,APN,,поляна,През пролетта се раззелениха скритите зад хълмчето,STE-065_mono.wav,Fillers3/mono/STE-065_mono.wav,B,filler3_APN_поляна__B
filler3,APAdvAN,,поляна,През пролетта се раззелениха скритите зад много ниското хълмче,STE-066_mono.wav,Fillers3/mono/STE-066_mono.wav,C,filler3_APAdvAN_поляна__C
filler3,A,,алпинистка,В хижата се настаниха измръзналите,STE-067_mono.wav,Fillers3/mono/STE-067_mono.wav,C,filler3_A_алпинистка__C
filler3,APN,,алпинистка,В хижата се настаниха измръзналите след изкачването,STE-068_mono.wav,Fillers3/mono/STE-068_mono.wav,A,filler3_APN_алпинистка__A
filler3,APAdvAN,,алпинистка,В хижата се настаниха измръзналите след много трудното изкачване,STE-069_mono.wav,Fillers3/mono/STE-069_mono.wav,B,filler3_APAdvAN_алпинистка__B
filler3,A,,дума,На листа трудно се четяха написаните,STE-070_mono.wav,Fillers3/mono/STE-070_mono.wav,B,filler3_A_дума__B
filler3,APN,,дума,На листа трудно се четяха написаните с мастило,STE-071_mono.wav,Fillers3/mono/STE-071_mono.wav,C,filler3_APN_дума__C
filler3,APAdvAN,,дума,На листа трудно се четяха написаните с много вредно мастило,STE-072_mono.wav,Fillers3/mono/STE-072_mono.wav,A,filler3_APAdvAN_дума__A
